"UID","accession_no","issn","eissn","doi","doc_type","source","itemtitle","pubyear","pubmonth","coverdate","sortdate","vol","pubtype","issue","supplement","special_issue","part_no","indicator","is_archive","has_abstract","oases_type_gold","abstract"
"WOS:000259087300003","346RQ","0737-6782","1540-5885","NULL","Article","JOURNAL OF PRODUCT INNOVATION MANAGEMENT","Complementing mass customization toolkits with user communities: How peer input improves customer self-design","2008","NOV","NOV 2008","2008-11-01","25","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this paper, the authors propose that the canonical customer-toolkit dyad in mass customization (MC) should be complemented with user communities. Many companies in various industries have begun to offer their customers the opportunity to design their own products online. The companies provide Web-based MC toolkits that allow customers who prefer individualized products to tailor items such as sneakers, personal computers (PCs), cars, kitchens, cereals, or skis to their specific preferences. Most existing MC toolkits are based on the underlying concept of an isolated, dyadic interaction process between the individual customer and the MC toolkit. Information from external sources is not provided. As a result, most academic research on MC toolkits has focused on this dyadic perspective. The main premise of this paper is that novice MC toolkit users in particular might largely benefit from information given by other customers. Pioneering research shows that customers in the computer gaming and digital music instruments industries are willing to support each other for the sake of efficient toolkit use (e.g., how certain toolkit functions work). Expanding on their work, the present paper provides evidence that peer assistance appears also extremely useful in the two other major phases of the customer's individual self-design process, namely, the development of an initial idea and the evaluation of a preliminary design solution. Two controlled experiments were conducted in which 191 subjects used an MC toolkit to design their own individual skis. The authors found that during the phase of developing an initial idea, having access to other users' designs as potential starting points stimulates the integration of existing solution chunks into the problem-solving process, which indicates more systematic problem-solving behavior. Peer customer input also turned out to have positive effects on the evaluation of preliminary design solutions. Providing other customers' opinions on interim design solutions stimulated favorable problem-solving behavior, namely, the integration of external feedback. The use of these two problem-solving heuristics in turn leads to an improved process outcome-that is, self-designed products that meet the preferences of the customers more effectively (measured in terms of perceived preference fit, purchase intention, and willingness to pay). These findings have important theoretical and managerial implications.</p>"
"WOS:000259128000009","347GG","0022-1996","NULL","10.1016/j.jinteco.2008.02.007","Article","JOURNAL OF INTERNATIONAL ECONOMICS","Optimal monetary and fiscal policy in a currency union","2008","SEP","SEP 2008","2008-09-01","76","Journal","1","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We lay out a tractable model for the analysis of optimal monetary and fiscal policy in a currency union. The monetary authority sets a common interest rate for the union, whereas fiscal policy is implemented at the country level, through the choice of government spending. In the presence of country-specific shocks and nominal rigidities, the policy mix that is optimal from the viewpoint of the union as a whole requires that inflation be stabilized at the union level by the common central bank, whereas fiscal policy has a country-specific stabilization role, one beyond the efficient provision of public goods. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000259129300017","347GT","0048-7333","NULL","10.1016/j.respol.2008.04.018","Article","RESEARCH POLICY","Financial constraints in innovation projects: When is less more?","2008","SEP","SEP 2008","2008-09-01","37","Journal","8","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article aims to reconcile the seemingly contradicting arguments put forth in different literatures regarding the role of financial resource constraints as inhibitors or enablers of innovation in organizations. Recognizing that innovative endeavors are regularly carried out through team projects, we examine when, i.e., under what conditions, financial resource constraints enable, rather than inhibit, the performance of innovation teams. Specifically, we propose that the relationship between financial constraints and innovation project performance is moderated by a bounded creativity approach, a team process that leverages the team's domain-relevant skills, an engaging project objective, strong team cohesion, and team potency. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000259227000001","348RG","0264-2069","NULL","10.1080/02642060801988068","Article","SERVICE INDUSTRIES JOURNAL","Impact of ownership and location factors on service multinationals' internalisation","2008","NULL","2008","2008-01-01","28","Journal","5","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Foreign direct investment in the service sector has been gaining importance in the past decade as more countries transform themselves into post-industrialised economies. The transition from a centrally planned economy to market-based economy has generated a surge of foreign direct investment from industrialised countries to Central and Eastern European Countries. This paper examines the impact of ownership and location factors on the extent of internalisation for service multinationals seeking to enter into the Czech Republic, Hungary, and Poland, as these countries launch their economies towards increased privatisation, deregulation, and liberalisation. Using foreign direct investment data of 76 firms during 1990-2000, we find significant support for our main hypotheses.</p>"
"WOS:000259293500004","349PQ","1469-7688","NULL","10.1080/14697680701668418","Article","QUANTITATIVE FINANCE","A multifactor volatility Heston model","2008","NULL","2008","2008-01-01","8","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We model the volatility of a single risky asset using a multifactor (matrix) Wishart affine process, recently introduced in finance by Gourieroux and Sufana. As in standard Duffie and Kan affine models the pricing problem can be solved through the Fast Fourier Transform of Carr and Madan. A numerical illustration shows that this specification provides a separate fit of the long-term and short-term implied volatility surface and, differently from previous diffusive stochastic volatility models, it is possible to identify a specific factor accounting for the stochastic leverage effect, a well-known stylized fact of the FX option markets analysed by Carr and Wu.</p>"
"WOS:000259302100001","349RX","0277-6693","NULL","10.1002/for.1064","Article","JOURNAL OF FORECASTING","Forecasting euro area variables with German pre-EMU data","2008","SEP","SEP 2008","2008-09-01","27","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>It is investigated whether euro area variables can be forecast better based on synthetic time series for the pre-euro period or by using just data from Germany for the pre-euro period. Our forecast comparison is based oil quarterly data for the period 1970Q1-2003Q4 for 10 macroeconomic variables. The years 2000-2003 are used as forecasting period. A range of different univariate forecasting methods is applied. Some of them are based on linear autoregressive models and we also use some nonlinear or time-varying coefficient models. It turns out that most variables which have a similar level for Germany and the euro area such as prices can be better predicted based on German data, while aggregated European data are preferable for forecasting variables which need considerable adjustments in their levels when joining German and European Monetary Union (EMU) data. These results suggest that for variables which have a similar level for Germany and the euro area it may be reasonable to consider the German pre-EMU data for studying economic problems in the euro area. Copyright (C) 2008 John Wiley & Sons, Ltd.</p>"
"WOS:000259346800019","350IU","0022-4146","1467-9787","NULL","Book Review","JOURNAL OF REGIONAL SCIENCE","The box: How the shipping container made the world smaller and the world economy bigger","2008","OCT","OCT 2008","2008-10-01","48","Journal","4","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000259370900009","350RN","1574-0196","NULL","10.1017/S1574019608003635","Article","EUROPEAN CONSTITUTIONAL LAW REVIEW","Italy","2008","NULL","2008","2008-01-01","4","Journal","2","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000259466800001","352AG","0920-8550","NULL","10.1007/s10693-008-0033-8","Article","JOURNAL OF FINANCIAL SERVICES RESEARCH","The sensitivity of the loss given default rate to systematic risk: New empirical evidence on bank loans","2008","AUG","AUG 2008","2008-08-01","34","Journal","1","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We verify the existence of a relation between loss given default rate (LGDR) and macroeconomic conditions by examining 11,649 bank loans concerning the Italian market. Using both the univariate and multivariate analyses, we pinpoint diverse macroeconomic explanatory variables for LGDR on loans to households and SMEs. For households, LGDR is more sensitive to the default-to-loan ratio, the unemployment rate, and household consumption. For SMEs, LGDR is influenced by the total number of employed people and the GDP growth rate. These findings corroborate the Basel Committee's provision that LGDR quantification process must identify distinct downturn conditions for each supervisory asset class.</p>"
"WOS:000259486000001","352HF","0167-6245","NULL","10.1016/j.infoecopol.2008.03.001","Article","INFORMATION ECONOMICS AND POLICY","Objectives, obstacles and drivers of ICT adoption: What do IT managers perceive?","2008","SEP","SEP 2008","2008-09-01","20","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We consider a sample of IT managers in SMEs in Italy and investigate what influences their evaluation of the objectives of, the obstacles to and the drivers of ICT adoption. Our results show that adoption decisions are highly path-dependent, as managers' perceptions of the benefits of technologies significantly depend on previously adopted technologies and equipment. Firm specific characteristics, Such as firm size and cost structures, also matter, though to a lesser extent. In terms of policy and managerial implications, our empirical findings suggest that in contexts where network effects matter, obstacles to adoption are eased by the development of compatible standards in the market. Furthermore, the diffusion of standards and information reduces uncertainties about innovations and might prove a successful strategy for encouraging their adoption by SMEs. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000259592200014","353TW","0301-4215","NULL","10.1016/j.enpol.2008.05.015","Article","ENERGY POLICY","LNG development across Europe: Infrastructural and regulatory analysis","2008","SEP","SEP 2008","2008-09-01","36","Journal","9","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this paper, a cross-section infrastructural and regulatory analysis of the European LNG sector is presented. The LNG chain is maintained as being a good tool to enlarge the number of natural gas exporters to Europe, adding in this way to competition and to the achievement of the targets of the liberalisation process, which is a decrease in price for final customers and security of supply. The main reason for this is to be identified in the minor specificity of the regasification-plant-related investment compared with pipeline transportation. As a matter of fact, as the infrastructural analysis will show, the construction of new LNG receiving terminals is likely to bring about an increase in the number of importers fostering competition among them and shrinking their margins among the value chain. In this context, regulation is meant to play a key role in promoting investments without hindering Nevertheless it is questionable whether LNG will be able to introduce competition beyond the European border (that is among producers) according to the forecasted Supply and demand balance that is leading to a seller's market in the upstream sector. In this case, a huger part of the rent would go to the exporters leaving minor scope for competition down the European border. (C) 2008 Elsevier Ltd. All rights reserved.</p>"
"WOS:000259611400006","354AN","0964-8410","NULL","10.1111/j.1467-8683.2008.00695.x","Article","CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW","Does ownership structure affect performance? Evidence from the Italian market","2008","JUL","JUL 2008","2008-07-01","16","Journal","4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Manuscript Type: Empirical</p>
<p>Research Question/Issue: This paper aims at exploring the relationship between ownership structure and firm performance in the context of a small European capital market. Further developing existing literature, we acknowledge the multi-dimensionality of ownership by including both the fraction of shares owned by the five largest shareholders and the fraction of shares owned by management.</p>
<p>Research Findings/Results: Using panel data for the period 2000 -2003 with respect to the Italian market, we find that the ownership concentration of the five largest shareholders is beneficial to five valuation. On the contrary, managerial ownership is beneficial only in non-concentrated firms, suggesting that the controlling owner may use his/her position in the firm to extract private benefits at the expense of the other shareholders by appointing managers that represent its own interest.</p>
<p>Theoretical Implications: This study provides empirical support for the agency theory and the managerial entrenchment argument. As such, it suggests new avenues of research for the ownership structure literature willing to reflect the diverging interests of different types of shareholders and to explore both endogeneity and non-linearity issues.</p>
<p>Practical Implications: This study contributes to the recent debate on the effects of government regulations inspired by the Anglo-Saxon model of corporate governance in the small European countries. In questioning the alleged competitive superiority of the widely held company, our paper also suggests that the existence of good corporate law is not a sufficient condition for the development of a corporate economy resembling the US model.</p>"
"WOS:000259612400006","354AX","0304-4130","NULL","10.1111/j.1475-6765.2008.00775.x","Article","EUROPEAN JOURNAL OF POLITICAL RESEARCH","The contentious politics of unemployment: The Italian case in comparative perspective","2008","OCT","OCT 2008","2008-10-01","47","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article discusses the evolution of the public debate in Italy about unemployment over a period of almost ten years (1995-2002) that was particularly crucial for the Italian labour and political systems. From the early 1980s and throughout the 1990s, the country experienced major industrial change, which dramatically restructured its labour landscape. Moreover, this industrial earthquake occurred within internal (a deep political party system re-assessment and the fluctuating importance of unions) and external (European Union-driven state budgetary limits) political constraints that have heavily influenced the debate itself. The analysis of the public policy debates allows the authors of this article to portray the agendas, concepts and strategies introduced and discussed by experts, politicians and interest groups as pillars of a new edifice of public policies. Although other sources are more complete in presenting the policy-making process on unemployment issues, the focus in this article on the public debate in the mass media reflects a specific interest in the discursive interactions between the symbolic images promoted by different actors. To this end, the authors have combined claims analysis and semi-structured interviews. Through their combined use, the article describes the selective field of contentious politics as far as main actors are concerned: its effect on the policy issues addressed, and the repertoire used for making claims and influencing policies. The authors also single out the role of the European Union and its potential impact on Italian public debates. In particular, the authors are interested in learning how inclusive these public debates are with reference to weakly represented interests and precariously organised groups (particularly the unemployed).</p>"
"WOS:000259620300004","354DY","0020-8523","1461-7226","10.1177/0020852308095310","Article","INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES","EU agencies: what is common and what is distinctive compared with national-level public agencies","2008","SEP","SEP 2008","2008-09-01","74","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The number and relevance of EU agencies have rapidly increased over the years: EU agencies nowadays constitute an important part of the EU institutional landscape. The article investigates the EU agencies through categories of analysis well established in studies of public management focused on the phenomenon of agencies at the country level: structural disaggregation, autonomy, and contractualization. It emerges that EU agencies are relatively homogeneous, an aspect that differentiates European agencies from the highly heterogeneous world of national-level agencies. The main features of the EU agencies are examined, the 'European type' of agency is identified and defined, and the way the EU agency model differs from country-level agencies is analysed. Research agendas on the reform of the European Union might benefit from systematic investigation of EU agencies: theoretical frameworks drawn from the public management field can provide a significant contribution in this respect.</p>"
"WOS:000259665400029","354UV","0167-2681","NULL","10.1016/j.jebo.2007.08.008","Article","JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION","Validation in agent-based models: An investigation on the CATS model","2008","SEP","SEP 2008","2008-09-01","67","Journal","3-4","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this paper we deal with some validation experiments on the complex adaptive trivial system (CATS) model proposed in Gallegati et al. [Gallegati, M., Giulioni, G., Palestrini, A., Delli Gatti, D., 2003a. Financial fragility, patterns of firms' entry and exit and aggregate dynamics. Journal of Economic Behavior and Organization 51, 79-97; Gallegati, M., Delli Gatti, D., Di Guilmi, C., Gaffeo, E., Giulioni, G., Palestrini, A., 2005. A new approach to business fluctuations: heterogeneous interacting agents, scaling laws and financial fragility. Journal of Economic Behavior and Organization 56, 489-512]. In particular starting from a sample of Italian firms included in the AIDA database, we perform several ex post validation experiments over the simulation period 1996-2001. In the experiments, the model parameters have been estimated using actual data and the initial set up consists of a sample of agents in 1996. The CATS model is then simulated over the period 1996-2001. Using alternative validation techniques, the simulations' results are ex post validated respect to the actual data. (C) 2007 Elsevier B.V. All rights reserved.</p>"
"WOS:000259714000007","355MW","0899-8256","NULL","10.1016/j.geb.2007.09.004","Article","GAMES AND ECONOMIC BEHAVIOR","Obligations and cooperative behaviour in public good games","2008","SEP","SEP 2008","2008-09-01","64","Journal","1","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Laws express rules of conduct ('obligations') enforced by the means of penalties and rewards ('incentives'). The role of incentives in shaping individual behaviour has been largely analysed in the traditional economic literature. On the contrary, very little is known about the specific role of obligations. In this paper we test whether or not obligations have any independent effect on cooperation in a public good game. The results show that. for given marginal incentives, different levels of minimum contribution required by obligation determine significantly different levels of average contributions. Moreover. obligations per se cannot sustain cooperation over time, even if they affect the rate of decline of average contributions. Finally. unexpected changes in the minimum contribution have asymmetric dynamic effects on the levels of cooperation: a reduction does not alter the descending trend of cooperation. whereas an increase induces a temporary re-start in average contributions. (c) 2007 Elsevier Inc. All rights reserved.</p>"
"WOS:000259716700013","355NX","0017-8012","NULL","NULL","Editorial Material","HARVARD BUSINESS REVIEW","Untitled","2008","OCT","OCT 2008","2008-10-01","86","Journal","10","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000259756900002","356CS","0148-2963","NULL","10.1016/j.jbusres.2007.11.004","Article","JOURNAL OF BUSINESS RESEARCH","Value network dynamics in 3G-4G wireless communications: A systems thinking approach to strategic value assessment","2008","NOV","NOV 2008","2008-11-01","61","Journal","11","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This article develops a map to analyze the dynamic forces that influence the structure and development of 3G (third generation) wireless communications value networks. The analysis builds on the Strategic Value Assessment Model (Fine, et al. [Fine, Charles H., Vardan, Roger, Pethick, Robert, El Hout, Jamal. Rapid-Response Capability in value chain Design. MIT Sloan Manage Rev 2002, 43(Winter): 69-75.]) and utilizes a qualitative System Dynamics mapping approach. The map focuses on the driving forces affecting user adoption of 3G services, focusing on customer dynamics, competitive dynamics, and technology dynamics. To analyze adoption of 3G services by customers, the articles maps the dynamics of (1) network investment and user population, (2) entry of service innovators as well as price competitors, (3) the effects of positive network externalities arising from a larger user population, (4) price compression as lower willingness-to-pay users adopt 3G services, (5) scale economies in terminal costs and prices, and (6) new content development as a draw to new users. Applying inductive systems diagrams hypotheses are integrated into a causal loop map and tested with data collected at 15 communications-industry workshops attended by 190 participants in Europe. The map aims to deepen the understanding of the possible evolutionary paths of the 3G wireless value network. The article seeks also to assess which future scenarios are plausible and what dynamic triggers might make them likely. (C) 2007 Elsevier Inc. All rights reserved.</p>"
"WOS:000259909400005","358IC","0378-4266","NULL","10.1016/j.jbankfin.2007.12.024","Article","JOURNAL OF BANKING & FINANCE","Analytical pricing of discretely monitored Asian-style options: Theory and application to commodity markets","2008","OCT","OCT 2008","2008-10-01","32","Journal","10","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We compute an analytical expression for the moment generating function of the joint random vector consisting of a spot price and its discretely monitored average for a large class of square-root price dynamics. This result, combined with the Fourier transform pricing method proposed by Carr and Madan [Carr, P., Madan D., 1999. Option valuation using the fast Fourier transform. Journal of Computational Finance 2(4), Summer, 61-73] allows us to derive a closed-form formula for the fair value of discretely monitored Asian-style options. Our analysis encompasses the case of commodity price dynamics displaying mean reversion and jointly fitting a quoted futures curve and the seasonal structure of spot price volatility. Four tests are conducted to assess the relative performance of the pricing procedure stemming from our formulae. Empirical results based on natural gas data from NYMEX and corn data from CBOT show a remarkable improvement over the main alternative techniques developed for pricing Asian-style options within the market standard framework of geometric Brownian motion. (C) 2007 Elsevier B.V. All rights reserved.</p>"
"WOS:000259909400024","358IC","0378-4266","NULL","10.1016/j.jbankfin.2007.12.042","Article","JOURNAL OF BANKING & FINANCE","The optimal structure of PD buckets","2008","OCT","OCT 2008","2008-10-01","32","Journal","10","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In designing credit rating systems under the new Basel Accord, considerable effort has been devoted to rating assignment and quantification, while the choice of the optimal bucket structure has received less attention. To fill this gap, we propose two ""bucketing"" strategies based on constrained optimisation, paying attention to the implications of rating buckets for loan-pricing and adverse selection phenomena. We compare them with some more naive approaches, based on a sample of about 100,000 European companies. We also analyse the persistence of our performance measures over time, as well as the effect of large exposures being associated with low-PD obligors. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000260013000004","359UG","1354-7798","NULL","10.1111/j.1468-036X.2007.00426.x","Article","EUROPEAN FINANCIAL MANAGEMENT","Which Factors Affect Bond Underwriting Fees? The Role of Banking Relationships","2008","NOV","NOV 2008","2008-11-01","14","Journal","5","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The question of which factors are relevant in determining bond underwriting fees is empirically investigated by analysing 2,202 bond issues completed by European firms during the 1993 - 2003 period. Four major results emerge from the analysis. First, the introduction of the single currency in 1999 has generated an increase in competition among banks, and, as a result, a reduction in underwriting fees. Second, a strong relationship with the issuer's main bank reduces the level of underwriting fees. Third, new issuers are charged with lower underwriter fees relative to firms that have completed issues without building any strong relationship with a bank. Fourth, higher reputation banks charge lower underwriting fees. The implications of these findings are also discussed.</p>"
"WOS:000260021600014","359XM","0048-7333","NULL","10.1016/j.respol.2008.04.028","Article","RESEARCH POLICY","Memory objects in project environments: Storing, retrieving and adapting learning in project-based firms","2008","OCT","OCT 2008","2008-10-01","37","Journal","9","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper investigates the role of objects holding representations of knowledge in the transfer of learning across projects. On the basis of an in-depth case study, this paper shows that the way in which relatively simple artifacts, such as Excel workbooks, represent knowledge enables them to act as boundary objects across occupations and as memory devices across projects. It is the temporal capacity of these boundary objects that makes them points of juncture in a widely distributed memory system, enabling project-based firms to balance preservation and adaptation of knowledge. The mechanisms for the preservation of learning are not missing from project environments, rather they are less visible and less direct than in other settings, and therefore less docile in the face of managerial action. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000260054700027","360JV","1098-3015","NULL","NULL","Meeting Abstract","VALUE IN HEALTH","ECONOMIC ANALYSIS OF PROPHYLACTIC CERVICAL CANCER VACCINATION IN ITALY: THE NATIONAL AND REGIONAL LEVEL","2008","NOV","NOV 2008","2008-11-01","11","Journal","6","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000260054700237","360JV","1098-3015","NULL","NULL","Meeting Abstract","VALUE IN HEALTH","TECHNOLOGICAL INNOVATION AND THE DECISION-MAKING PROCESS IN ITALIAN HOSPITALS","2008","NOV","NOV 2008","2008-11-01","11","Journal","6","NULL","NULL","NULL","NULL","NULL","N","NULL","NULL"
"WOS:000260063500008","360NF","1558-9080","NULL","NULL","Review","ACADEMY OF MANAGEMENT PERSPECTIVES","What Is M&A Performance?","2008","AUG","AUG 2008","2008-08-01","22","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper examines the concept of acquisition performance, proposing a model linking task-, transaction-, and firm-level constructs under different time horizons and testing it with a unique dataset created by surveying partners and directors of a major consulting firm advising on the postacquisition integration process of 146 acquisitions across industries and geographies. Results of factor and structural equations analysis reveal that (a) M&A performance is a multifaceted construct; there is no one overarching factor capturing all the different ways used to proxy it, (b) there is a path linking integration process performance to long-term firm performance (both accounting and financial returns) via customer retention and overall synergy realization, and (c) short-term window event studies are not linked to any of the other performance metrics. Implications are drawn and recommendations made for theory development, research design, and data analysis in future studies of acquisition performance, as well as for practicing managers.</p>"
"WOS:000260102900007","361BQ","0165-1889","1879-1743","10.1016/j.jedc.2008.02.002","Article","JOURNAL OF ECONOMIC DYNAMICS & CONTROL","Robust monetary policy in a small open economy","2008","OCT","OCT 2008","2008-10-01","32","Journal","10","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We study how a central bank in a small open economy should conduct monetary policy if it fears that its model is misspecified. Using a new-Keynesian model of a small open economy, we solve analytically for the optimal robust policy rule and the equilibrium dynamics, and we separately analyze the consequences of central bank robustness against misspecification concerning the determination of inflation, output, and the exchange rate. We show that an increase in the preference for robustness makes the central bank respond more aggressively or more cautiously to shocks, depending on the type of shock and the source of misspecification. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000260113800006","361FV","1086-671X","NULL","NULL","Article","MOBILIZATION","TRANSCENDING MARGINALIZATION: THE MOBILIZATION OF THE UNEMPLOYED IN FRANCE, GERMANY, AND ITALY IN A COMPARATIVE PERSPECTIVE","2008","SEP","SEP 2008","2008-09-01","13","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Mobilization by the unemployed has traditionally been considered a highly improbable phenomenon. However, recent observations challenge such a supposition. Our article compares protest waves in France, Germany, and Italy, where the unemployed successfully organized themselves and acted on their own behavior several months. We argue that mobilization of the unemployed- although it empirically proved to be a possibility-remains very fragile, particularly depending on beneficial ""windows of opportunities."" Our analysis is above all interested in deciphering macrostructural conditions and opportunity structures, arguing that the unemployed benefited front external developments causing changes in potential mobilizing resources, and brought about new allies and political entrepreneurs. At the same time, however, these opportunity structures were actively, exploited and, at the same time, their opening was fostered by the mobilization itself.</p>"
"WOS:000260121400002","361IN","0538-8066","NULL","10.1002/kin.20368","Article","INTERNATIONAL JOURNAL OF CHEMICAL KINETICS","Moment Independent and Variance-Based Sensitivity Analysis with Correlations: An Application to the Stability of a Chemical Reactor","2008","NOV","NOV 2008","2008-11-01","40","Journal","11","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>Recent works have attracted interest toward sensitivity measures that use the entire model output distribution, without dependence on any of its particular moments (e.g., variance). However, the computation of moment-independent importance measures in the presence of dependencies among model inputs has not been dealt with yet. This work has two purposes. On the one hand, to introduce moment independent techniques in the analysis of chemical reaction models. On the other hand, to allow their computation in the presence of correlations. To do so, a new approach based on Gibbs sampling is presented that allows the joint estimation of variance-based and moment independent sensitivity measures in the presence of correlations. The application to the stability of a chemical reactor is then discussed, allowing full consideration of historical data that included a correlation coefficient of 0.7 between two of the model parameters. (c) 2008 Wiley Periodicals, Inc. Int J Chem Kinet 40: 687-698,2008</p>"
"WOS:000260141600007","361QG","0304-405X","NULL","10.1016/j.jfineco.2007.09.003","Article","JOURNAL OF FINANCIAL ECONOMICS","Who are the active investors? Evidence from venture capital","2008","SEP","SEP 2008","2008-09-01","89","Journal","3","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>This paper examines the determinants and consequences of investor activism in venture capital. Using a hand-collected sample of European venture capital deals, it shows the importance of human capital. Venture capital firms with partners that have prior business experience are more active recruiting managers and directors. helping with fundraising, and interacting more frequently with their portfolio companies. Independent venture capital firms are also more active than 'captive' (bank-, corporate-, or government-owned) firms. After controlling for endogeneity, investor activism is shown to be positively related to the success of portfolio companies. (C) 2008 Elsevier B.V. All rights reserved.</p>"
"WOS:000260154200003","361VC","1094-6705","1552-7379","10.1177/1094670508324678","Article","JOURNAL OF SERVICE RESEARCH","How Relationship Age Moderates Loyalty Formation The Increasing Effect of Relational Equity on Customer Loyalty","2008","NOV","NOV 2008","2008-11-01","11","Journal","2","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>In this article, the authors focus on the concept of relational equity, that is, the customer perception of distributive justice within a continuous customer-provider relationship. The authors investigate the influences of relational equity on attitudinal loyalty and behavioral loyalty. Moreover, they test the hypothesis that relationship age moderates the impact of relational equity on loyalty, adopting a cross-sectional design and data from a sample of Italian customers of mobile phone services (N = 461). Relational equity is recognized as a significant determinant of customer loyalty over and above satisfaction and trust effects, and its influence increases along with relationship age. From a managerial point of view, results suggest that loyalty programs should be tailored according to the age of the relationship. Moreover, particular care should be devoted to monitoring perceived relational equity, especially in longer-term relationships.</p>"
"WOS:000260244900015","363DA","0927-5371","NULL","10.1016/j.labeco.2007.09.006","Article","LABOUR ECONOMICS","Demographic and education effects on unemployment in Europe","2008","OCT","OCT 2008","2008-10-01","15","Journal","5","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>We analyse the effects of demographic and education changes on unemployment rates in Europe. Using a panel of European countries for the 1975-2002 period - disaggregated by cohort and education - we empirically test the economic effects of the ""baby bust"" and the ""education boom"". We find that Structural shifts in the Population age structure play an important role and that a significant share of variation in unemployment rates is also attributable to educational changes, the latter being usually neglected in aggregate studies. Results show that demographic and education shocks are qualitatively different for young (adult) workers as well as for more (less) educated people. Changes in the population age structure are positively related to the unemployment rate of young workers, while have no effect on adults. Conversely, changes in the education structure show a negative effect on the unemployment of the more educated. Labour market institutions also influence unemployment rates in different ways. Employment protection for regular workers increases unemployment rates, while temporary employment provisions reduce it. Unemployment benefits are found to have a displacement effect on unemployment, white corporatism of wage bargaining improves employment performance. (c) 2007 Elsevier B.V. All rights reserved.</p>"
"WOS:000260256000008","363GO","1042-2587","NULL","NULL","Article","ENTREPRENEURSHIP THEORY AND PRACTICE","Culture of Family Commitment and Strategic Flexibility: The Moderating Effect of Stewardship","2008","NOV","NOV 2008","2008-11-01","32","Journal","6","NULL","NULL","NULL","NULL","NULL","Y","NULL","
<p>The ability of family firms to identify and respond to changes in their external environments can be a key source of competitive advantage leading to success and survival. Some research, however, has suggested family firms are conservative and often lack the ability to adapt to their changing competitive environments. Using data from 248 family firms, we found a family firm's culture of commitment to the business is positively associated with its strategic flexibility-the ability to pursue new opportunities and respond to threats in the competitive environment. Further, we found stewardship-oriented organizational culture positively moderated the family commitment-strategic flexibility relationship.</p>"
