"UID","itemtitle","pubyear","abstract","subject"
"WOS:000071601900002","A process algebraic view of Linda coordination primitives","1998","
<p>The main Linda coordination primitives (asynchronous communication, read operation, non-blocking in/rd predicates) are studied in a process algebraic setting. A lattice of eight languages is proposed, where its bottom element L is a process algebra differing from CCS only for the asynchrony of the output operation, while all the other languages in the lattice are obtained as extension of this basic language by adding some of the Linda coordination primitives. The observational semantics for these languages are all obtained as the coarsest congruences contained in the barbed semantics, where only tuples are observable. The lattice of the eight languages collapses to a smaller four-points lattice of different bisimulation-based semantics. Notably, for L this semantics is the standard notion of strong bisimulation, where inputs and outputs/tuples are treated symmetrically.</p>","Computer Science"
"WOS:000076703600005","On the number of minimum weight codewords of subcodes of Reed-Muller codes","1998","
<p>In this paper, we consider linear subcodes of RMr, m whose bases are formed from the monomial basis of RMr, (m) by deleting Delta K monomials of degree r where Delta K < ((m)(r)). For such subcodes, a procedure for computing the number ber of minimum weight codewords is presented and it is shown how to delete Delta K monomials in order to obtain a subcode with the smallest number of codewords of the minimum weight. For Delta K less than or equal to 3, a formula for the number of codewords of the minimum weight is presented. A (64, 40) subcode of RM3, 6 is being considered as an inner code in a concatenated coding system for NASA's high-speed satellite communications. For (64,40) subcodes, there are three equivalent classes. For each class, the number of minimum weight codewords, that of the second smallest weight codewords and simulation results on error probabilities of soft-decision maximum likelihood decoding are presented.</p>","Computer Science, Hardware & Architecture"
"WOS:000076703600005","On the number of minimum weight codewords of subcodes of Reed-Muller codes","1998","
<p>In this paper, we consider linear subcodes of RMr, m whose bases are formed from the monomial basis of RMr, (m) by deleting Delta K monomials of degree r where Delta K < ((m)(r)). For such subcodes, a procedure for computing the number ber of minimum weight codewords is presented and it is shown how to delete Delta K monomials in order to obtain a subcode with the smallest number of codewords of the minimum weight. For Delta K less than or equal to 3, a formula for the number of codewords of the minimum weight is presented. A (64, 40) subcode of RM3, 6 is being considered as an inner code in a concatenated coding system for NASA's high-speed satellite communications. For (64,40) subcodes, there are three equivalent classes. For each class, the number of minimum weight codewords, that of the second smallest weight codewords and simulation results on error probabilities of soft-decision maximum likelihood decoding are presented.</p>","Computer Science, Information Systems"
"WOS:000076703600005","On the number of minimum weight codewords of subcodes of Reed-Muller codes","1998","
<p>In this paper, we consider linear subcodes of RMr, m whose bases are formed from the monomial basis of RMr, (m) by deleting Delta K monomials of degree r where Delta K < ((m)(r)). For such subcodes, a procedure for computing the number ber of minimum weight codewords is presented and it is shown how to delete Delta K monomials in order to obtain a subcode with the smallest number of codewords of the minimum weight. For Delta K less than or equal to 3, a formula for the number of codewords of the minimum weight is presented. A (64, 40) subcode of RM3, 6 is being considered as an inner code in a concatenated coding system for NASA's high-speed satellite communications. For (64,40) subcodes, there are three equivalent classes. For each class, the number of minimum weight codewords, that of the second smallest weight codewords and simulation results on error probabilities of soft-decision maximum likelihood decoding are presented.</p>","Computer Science"
"WOS:000074967200003","Partitioning a sequence into few monotone subsequences","1998","
<p>In this paper we consider the problem of finding sets of long disjoint monotone subsequences of a sequence of n numbers. We give an algorithm that, after O(n log n) preprocessing time, finds and deletes an increasing subsequence of size Ic (if it exists) in time O(n + k(2)). Using this algorithm, it is possible to partition a sequence of n numbers into 2[root n] monotone subsequences in time O(n(1.5)).</p>
<p>Our algorithm yields improvements for two applications: The first is constructing good splitters for a set of lines in the plane. Good splitters are useful for two dimensional simplex range searching. The second application is in VLSI, where we seek a partitioning of a given graph into subsets, commonly refered to as the pages of a book, where all the vertices can be placed on the spine of the book, and each subgraph is planar.</p>","Computer Science, Information Systems"
"WOS:000074967200003","Partitioning a sequence into few monotone subsequences","1998","
<p>In this paper we consider the problem of finding sets of long disjoint monotone subsequences of a sequence of n numbers. We give an algorithm that, after O(n log n) preprocessing time, finds and deletes an increasing subsequence of size Ic (if it exists) in time O(n + k(2)). Using this algorithm, it is possible to partition a sequence of n numbers into 2[root n] monotone subsequences in time O(n(1.5)).</p>
<p>Our algorithm yields improvements for two applications: The first is constructing good splitters for a set of lines in the plane. Good splitters are useful for two dimensional simplex range searching. The second application is in VLSI, where we seek a partitioning of a given graph into subsets, commonly refered to as the pages of a book, where all the vertices can be placed on the spine of the book, and each subgraph is planar.</p>","Computer Science"
"WOS:000075141300004","Performance-driven simultaneous placement and routing for FPGA's","1998","
<p>Sequential place and route tools for field programmable gate arrays (FPGA's) are inherently weak at addressing both wirability and timing optimizations. This is primarily due to the difficulty of accurately predicting wirability and delay during placement. A set of new performance-driven simultaneous placement/routing techniques has been developed for both row-based and island-style FPGA designs. These techniques rely on an iterative improvement placement algorithm augmented with fast, complete routing heuristics in the placement loop, For row-based designs, this new layout strategy yielded up to 28% improvements in timing and 33% in,wirability for several MCNC benchmarks when compared to a traditional sequential place and route system in use at Texas Instruments. On a set of industrial designs for Xilinx 4000-series island-style FPGA's, our scheme produced 100% routed designs with 8-15% improvement in delay when compared to the Xilinx XACT5.0 place and route system.</p>","Computer Science, Hardware & Architecture"
"WOS:000075141300004","Performance-driven simultaneous placement and routing for FPGA's","1998","
<p>Sequential place and route tools for field programmable gate arrays (FPGA's) are inherently weak at addressing both wirability and timing optimizations. This is primarily due to the difficulty of accurately predicting wirability and delay during placement. A set of new performance-driven simultaneous placement/routing techniques has been developed for both row-based and island-style FPGA designs. These techniques rely on an iterative improvement placement algorithm augmented with fast, complete routing heuristics in the placement loop, For row-based designs, this new layout strategy yielded up to 28% improvements in timing and 33% in,wirability for several MCNC benchmarks when compared to a traditional sequential place and route system in use at Texas Instruments. On a set of industrial designs for Xilinx 4000-series island-style FPGA's, our scheme produced 100% routed designs with 8-15% improvement in delay when compared to the Xilinx XACT5.0 place and route system.</p>","Computer Science, Interdisciplinary Applications"
"WOS:000075141300004","Performance-driven simultaneous placement and routing for FPGA's","1998","
<p>Sequential place and route tools for field programmable gate arrays (FPGA's) are inherently weak at addressing both wirability and timing optimizations. This is primarily due to the difficulty of accurately predicting wirability and delay during placement. A set of new performance-driven simultaneous placement/routing techniques has been developed for both row-based and island-style FPGA designs. These techniques rely on an iterative improvement placement algorithm augmented with fast, complete routing heuristics in the placement loop, For row-based designs, this new layout strategy yielded up to 28% improvements in timing and 33% in,wirability for several MCNC benchmarks when compared to a traditional sequential place and route system in use at Texas Instruments. On a set of industrial designs for Xilinx 4000-series island-style FPGA's, our scheme produced 100% routed designs with 8-15% improvement in delay when compared to the Xilinx XACT5.0 place and route system.</p>","Computer Science"
"WOS:000072873000003","The Auction technique for the sensor based navigation planning of an autonomous mobile robot","1998","
<p>The problem of finding a path for the motion of a small mobile robot from a starring point to a fixed target in a two dimensional domain is considered in the presence of arbitrary shaped obstacles. No a priori information is known in advance about the geometry and the dimensions of the workspace nor about the number, extension and location of obstacles. The robot has a sensing device that detects all obstacles or pieces of wails lying beyond a fixed view range. A discrete version of the problem is solved by an iterative algorithm that at any iteration step finds the smallest path length from the actual point to the target with respect to the actual knowledge about the obstacles, then the robot is steered along the path until a new obstacle point interfering with the path is found, at this point a new iteration is started. Such an algorithm stops in a number of steps depending on the geometry, finding a solution for the problem or detecting that the problem is unfeasible. Since the algorithm must be applied on line, the effectiveness of the method depends strongly on the efficiency of the optimization step. The use of the Auction method speeds up this step greatly both for the intrinsic properties of this method and because we fully exploit a property relating two successive optimizations, proved on paper, that in practical instances enables the mean computational cost requested by the optimization step to be greatly reduced. It is proved that the algorithm converges in a finite number of steps finding a solution when the problem is feasible or detecting the infeasibility condition otherwise. Moreover the worst case computational complexity of the whole algorithm is shown to be polynomial in the number of nodes of the discretization grid. Finally numerical examples are reported in order to show the effectiveness of this technique.</p>","Computer Science, Artificial Intelligence"
"WOS:000072873000003","The Auction technique for the sensor based navigation planning of an autonomous mobile robot","1998","
<p>The problem of finding a path for the motion of a small mobile robot from a starring point to a fixed target in a two dimensional domain is considered in the presence of arbitrary shaped obstacles. No a priori information is known in advance about the geometry and the dimensions of the workspace nor about the number, extension and location of obstacles. The robot has a sensing device that detects all obstacles or pieces of wails lying beyond a fixed view range. A discrete version of the problem is solved by an iterative algorithm that at any iteration step finds the smallest path length from the actual point to the target with respect to the actual knowledge about the obstacles, then the robot is steered along the path until a new obstacle point interfering with the path is found, at this point a new iteration is started. Such an algorithm stops in a number of steps depending on the geometry, finding a solution for the problem or detecting that the problem is unfeasible. Since the algorithm must be applied on line, the effectiveness of the method depends strongly on the efficiency of the optimization step. The use of the Auction method speeds up this step greatly both for the intrinsic properties of this method and because we fully exploit a property relating two successive optimizations, proved on paper, that in practical instances enables the mean computational cost requested by the optimization step to be greatly reduced. It is proved that the algorithm converges in a finite number of steps finding a solution when the problem is feasible or detecting the infeasibility condition otherwise. Moreover the worst case computational complexity of the whole algorithm is shown to be polynomial in the number of nodes of the discretization grid. Finally numerical examples are reported in order to show the effectiveness of this technique.</p>","Computer Science"
"WOS:000073557700004","Loosely-specified query processing in large-scale information systems","1998","
<p>Challenging issues for processing queries specified over large-scale information spaces (e.g., Digital Libraries or the World Wide Web) include the diversity of the information sources in terms of their structures, query interfaces and search capabilities, as well as the dynamics of sources continuously being added, removed or upgraded. In this paper, we give an innovative solution for query planning in such environments. The foundation of our solution is the Dynamic Information Integration Model (DIIM) which supports the specification of not only content but also capabilities of resources without requiring the establishment of a uniform integration schema. Besides the development of the DIIM model, contributions of this paper include: (1) the introduction of the notion of fully specified queries that are semantically equivalent to a loosely-specified query; (2) a translation algorithm of a loosely-specified query into a set of semantically equivalent feasible query plans that are consistent with the binding patterns of query templates of the individual sources (capability descriptions in DIIM) and with interrelationships between information sources (expressed as join constraints in DIIM); and (3) a search restriction algorithm for optimizing query processing by pruning the search space into the relevant subspace of a query. The plans obtained by the proposed query planning process which is composed of the search restriction and translation algorithms can be shown to correspond to query plans semantically equivalent to the initial loosely-specified input query.</p>","Computer Science, Information Systems"
"WOS:000073557700004","Loosely-specified query processing in large-scale information systems","1998","
<p>Challenging issues for processing queries specified over large-scale information spaces (e.g., Digital Libraries or the World Wide Web) include the diversity of the information sources in terms of their structures, query interfaces and search capabilities, as well as the dynamics of sources continuously being added, removed or upgraded. In this paper, we give an innovative solution for query planning in such environments. The foundation of our solution is the Dynamic Information Integration Model (DIIM) which supports the specification of not only content but also capabilities of resources without requiring the establishment of a uniform integration schema. Besides the development of the DIIM model, contributions of this paper include: (1) the introduction of the notion of fully specified queries that are semantically equivalent to a loosely-specified query; (2) a translation algorithm of a loosely-specified query into a set of semantically equivalent feasible query plans that are consistent with the binding patterns of query templates of the individual sources (capability descriptions in DIIM) and with interrelationships between information sources (expressed as join constraints in DIIM); and (3) a search restriction algorithm for optimizing query processing by pruning the search space into the relevant subspace of a query. The plans obtained by the proposed query planning process which is composed of the search restriction and translation algorithms can be shown to correspond to query plans semantically equivalent to the initial loosely-specified input query.</p>","Computer Science"
"WOS:000076335600008","Results and experience with four years of development work on a filmless department in Mjolby health care centre","1998","
<p>Since the end of 1994, the radiology department in Mjolby has been running their activity without X-ray films. When the film developing machine at the department was discarded in April 1995, after six months of test-running of the new system, the film epoch was definitely abandoned. The practical experiences from working with digital images are all good. The background to this change lays in a four years development work, which has been supported financially by the Ostergotland County Council, Swedish National Board for Industrial and Technical Development (NUTEK), and a regional foundation for development of new ways to organise and perform work (Arbetslivsfonden). (C) 1998 Elsevier Science Ireland Ltd. All rights reserved.</p>","Computer Science, Interdisciplinary Applications"
"WOS:000076335600008","Results and experience with four years of development work on a filmless department in Mjolby health care centre","1998","
<p>Since the end of 1994, the radiology department in Mjolby has been running their activity without X-ray films. When the film developing machine at the department was discarded in April 1995, after six months of test-running of the new system, the film epoch was definitely abandoned. The practical experiences from working with digital images are all good. The background to this change lays in a four years development work, which has been supported financially by the Ostergotland County Council, Swedish National Board for Industrial and Technical Development (NUTEK), and a regional foundation for development of new ways to organise and perform work (Arbetslivsfonden). (C) 1998 Elsevier Science Ireland Ltd. All rights reserved.</p>","Computer Science, Theory & Methods"
"WOS:000076335600008","Results and experience with four years of development work on a filmless department in Mjolby health care centre","1998","
<p>Since the end of 1994, the radiology department in Mjolby has been running their activity without X-ray films. When the film developing machine at the department was discarded in April 1995, after six months of test-running of the new system, the film epoch was definitely abandoned. The practical experiences from working with digital images are all good. The background to this change lays in a four years development work, which has been supported financially by the Ostergotland County Council, Swedish National Board for Industrial and Technical Development (NUTEK), and a regional foundation for development of new ways to organise and perform work (Arbetslivsfonden). (C) 1998 Elsevier Science Ireland Ltd. All rights reserved.</p>","Computer Science"
"WOS:000071831400008","Probabilistic interpretation of population codes","1998","
<p>We present a general encoding-decoding framework for interpreting the activity of a population of units. A standard population code interpretation method, the Poisson model, starts from a description as to how a single value of an underlying quantity can generate the activities of each unit in the population. In casting it in the encoding-decoding framework, we find that this model is too restrictive to describe fully the activities of units in population codes in higher processing areas, such as the medial temporal area. Under a more powerful model, the population activity can convey information not only about a single value of some quantity but also about its whole distribution, including its variance, and perhaps even the certainty the system has in the actual presence in the world of the entity generating this quantity. We propose a novel method for forming such probabilistic interpretations of population codes and compare it to the existing method.</p>","Computer Science, Artificial Intelligence"
"WOS:000071831400008","Probabilistic interpretation of population codes","1998","
<p>We present a general encoding-decoding framework for interpreting the activity of a population of units. A standard population code interpretation method, the Poisson model, starts from a description as to how a single value of an underlying quantity can generate the activities of each unit in the population. In casting it in the encoding-decoding framework, we find that this model is too restrictive to describe fully the activities of units in population codes in higher processing areas, such as the medial temporal area. Under a more powerful model, the population activity can convey information not only about a single value of some quantity but also about its whole distribution, including its variance, and perhaps even the certainty the system has in the actual presence in the world of the entity generating this quantity. We propose a novel method for forming such probabilistic interpretations of population codes and compare it to the existing method.</p>","Computer Science"
"WOS:000076853600005","Fast image restoration for reducing block artifacts based on adaptive constrained optimization","1998","
<p>In this paper we propose a fast adaptive image restoration filter using DCT-based edge-classification for reducing block artifacts in compressed images. In order to efficiently reduce block artifacts, edge direction of each block is classified by using the DCT coefficients, and an adaptive constrained least squares (CLS) filter along the edge direction is used for filtering the corresponding block. The proposed research is based on the observation that degradation due to block artifacts is a nonlinear and many-to-one mapping operator. Then, we propose an approximated version of a constrained optimization technique as a restoration process for removing the nonlinear and space-varying degradation operator. For real-time application, the proposed restoration filter is implemented in the form of a truncated FIR litter, which is suitable for postprocessing the images in real-time video systems such as HDTV or video conferencing systems. (C) 1998 Academic Press</p>","Computer Science, Information Systems"
"WOS:000076853600005","Fast image restoration for reducing block artifacts based on adaptive constrained optimization","1998","
<p>In this paper we propose a fast adaptive image restoration filter using DCT-based edge-classification for reducing block artifacts in compressed images. In order to efficiently reduce block artifacts, edge direction of each block is classified by using the DCT coefficients, and an adaptive constrained least squares (CLS) filter along the edge direction is used for filtering the corresponding block. The proposed research is based on the observation that degradation due to block artifacts is a nonlinear and many-to-one mapping operator. Then, we propose an approximated version of a constrained optimization technique as a restoration process for removing the nonlinear and space-varying degradation operator. For real-time application, the proposed restoration filter is implemented in the form of a truncated FIR litter, which is suitable for postprocessing the images in real-time video systems such as HDTV or video conferencing systems. (C) 1998 Academic Press</p>","Computer Science, Software Engineering"
"WOS:000076853600005","Fast image restoration for reducing block artifacts based on adaptive constrained optimization","1998","
<p>In this paper we propose a fast adaptive image restoration filter using DCT-based edge-classification for reducing block artifacts in compressed images. In order to efficiently reduce block artifacts, edge direction of each block is classified by using the DCT coefficients, and an adaptive constrained least squares (CLS) filter along the edge direction is used for filtering the corresponding block. The proposed research is based on the observation that degradation due to block artifacts is a nonlinear and many-to-one mapping operator. Then, we propose an approximated version of a constrained optimization technique as a restoration process for removing the nonlinear and space-varying degradation operator. For real-time application, the proposed restoration filter is implemented in the form of a truncated FIR litter, which is suitable for postprocessing the images in real-time video systems such as HDTV or video conferencing systems. (C) 1998 Academic Press</p>","Computer Science"
"WOS:000077772100004","Computer aided dynamic analysis and simulation of multibody mechanical systems in AutoCAD","1998","
<p>A general-purpose recursive multibody dynamic algorithm is written and merged into AutoCAD. This merger provides a user-friendly environment for the dynamic simulation of multibody mechanical systems. The recursive formulation provides it computationally efficient way to construct and solve equations of the motion of systems. The input data of the dynamic code can be prepared easily by using the AutoCAD drawing. The output data of the dynamic code can be used to create an animation of the dynamic simulation in AutoCAD.</p>","Computer Science, Interdisciplinary Applications"
"WOS:000077772100004","Computer aided dynamic analysis and simulation of multibody mechanical systems in AutoCAD","1998","
<p>A general-purpose recursive multibody dynamic algorithm is written and merged into AutoCAD. This merger provides a user-friendly environment for the dynamic simulation of multibody mechanical systems. The recursive formulation provides it computationally efficient way to construct and solve equations of the motion of systems. The input data of the dynamic code can be prepared easily by using the AutoCAD drawing. The output data of the dynamic code can be used to create an animation of the dynamic simulation in AutoCAD.</p>","Computer Science, Software Engineering"
"WOS:000077772100004","Computer aided dynamic analysis and simulation of multibody mechanical systems in AutoCAD","1998","
<p>A general-purpose recursive multibody dynamic algorithm is written and merged into AutoCAD. This merger provides a user-friendly environment for the dynamic simulation of multibody mechanical systems. The recursive formulation provides it computationally efficient way to construct and solve equations of the motion of systems. The input data of the dynamic code can be prepared easily by using the AutoCAD drawing. The output data of the dynamic code can be used to create an animation of the dynamic simulation in AutoCAD.</p>","Computer Science"
"WOS:000073575700002","Development of a neural network model for rotor angle estimation","1998","
<p>This paper presents a neural network model to measure the rotor angle of the synchronous machine. The network model is established based on the mapping capabilities of multi-layer feedforward neural networks and weight estimation of the back-propagation learning rule. A neural network is then developed using simulation data, obtained by applying Park's equations for the dynamics of the synchronous machine in the d-q axis reference frame. Following successful application of the network model based on simulation data, data from laboratory measurements of terminal variables of a 5 kVA test machine is then applied to develop the neural network model for rotor angle measurement.</p>","Computer Science, Artificial Intelligence"
"WOS:000073575700002","Development of a neural network model for rotor angle estimation","1998","
<p>This paper presents a neural network model to measure the rotor angle of the synchronous machine. The network model is established based on the mapping capabilities of multi-layer feedforward neural networks and weight estimation of the back-propagation learning rule. A neural network is then developed using simulation data, obtained by applying Park's equations for the dynamics of the synchronous machine in the d-q axis reference frame. Following successful application of the network model based on simulation data, data from laboratory measurements of terminal variables of a 5 kVA test machine is then applied to develop the neural network model for rotor angle measurement.</p>","Computer Science"
"WOS:000075193800010","Self-similar texture characterization using a Fourier-domain maximum likelihood estimation method","1998","
<p>A Maximum Likelihood Estimator (MLE) has been applied to estimating the Hurst parameter H on a self-similar texture image. Much of the work done so far has concentrated on the spatial domain. In this paper, we propose an approximate MLE method for estimating H in the Fourier domain. This method saves computational time and can be applied to estimating the parameter H directly from the Fourier-domain raw data collected by the Magnetic Resonance Imaging (MRI) scanner. We use synthetic fractal datasets and a human tibia image to study the performance of our method. (C) 1998 Elsevier Science B.V. All rights reserved.</p>","Computer Science, Artificial Intelligence"
"WOS:000075193800010","Self-similar texture characterization using a Fourier-domain maximum likelihood estimation method","1998","
<p>A Maximum Likelihood Estimator (MLE) has been applied to estimating the Hurst parameter H on a self-similar texture image. Much of the work done so far has concentrated on the spatial domain. In this paper, we propose an approximate MLE method for estimating H in the Fourier domain. This method saves computational time and can be applied to estimating the parameter H directly from the Fourier-domain raw data collected by the Magnetic Resonance Imaging (MRI) scanner. We use synthetic fractal datasets and a human tibia image to study the performance of our method. (C) 1998 Elsevier Science B.V. All rights reserved.</p>","Computer Science"
"WOS:000074869600001","Mental representations of spatial language","1998","
<p>Previous studies have provided evidence of multi-level mental representations of language-conveyed spatial (scenic) information. However, the available evidence is largely inconclusive with regard to the structure of these mental representations. A laboratory experiment assesses computer-assisted problem-solving performance abilities when language-conveyed representations of spatial information are matched with the language perspective of the task and with individual cognitive sk.ills. Our findings largely validate this paradigm of ""cognitive fit"" that has been applied in non-language computer display domains, and the results suggest language-fostered ""perspective-bias"" in the formation and use of mental representations of spatial (scenic) information. (C) 1998 Acadamic Press.</p>","Computer Science, Cybernetics"
"WOS:000074869600001","Mental representations of spatial language","1998","
<p>Previous studies have provided evidence of multi-level mental representations of language-conveyed spatial (scenic) information. However, the available evidence is largely inconclusive with regard to the structure of these mental representations. A laboratory experiment assesses computer-assisted problem-solving performance abilities when language-conveyed representations of spatial information are matched with the language perspective of the task and with individual cognitive sk.ills. Our findings largely validate this paradigm of ""cognitive fit"" that has been applied in non-language computer display domains, and the results suggest language-fostered ""perspective-bias"" in the formation and use of mental representations of spatial (scenic) information. (C) 1998 Acadamic Press.</p>","Computer Science"
"WOS:000082523900024","Object oriented safety analysis of an extra high voltage substation bay","1998","
<p>Experiences of application of the object oriented approach to safety analysis of an extra high voltage substation bay are presented. As the first step the object model of the whole application is developed. Then the model is subjected to three safety analysis methods. The analyses are supported by an existing tool. The paper illustrates the application of the proposed methods and also gives some observations on the performance of the tool.</p>","Computer Science, Interdisciplinary Applications"
"WOS:000082523900024","Object oriented safety analysis of an extra high voltage substation bay","1998","
<p>Experiences of application of the object oriented approach to safety analysis of an extra high voltage substation bay are presented. As the first step the object model of the whole application is developed. Then the model is subjected to three safety analysis methods. The analyses are supported by an existing tool. The paper illustrates the application of the proposed methods and also gives some observations on the performance of the tool.</p>","Computer Science, Theory & Methods"
"WOS:000082523900024","Object oriented safety analysis of an extra high voltage substation bay","1998","
<p>Experiences of application of the object oriented approach to safety analysis of an extra high voltage substation bay are presented. As the first step the object model of the whole application is developed. Then the model is subjected to three safety analysis methods. The analyses are supported by an existing tool. The paper illustrates the application of the proposed methods and also gives some observations on the performance of the tool.</p>","Computer Science"
"WOS:000074832200004","Practical improvements to the construction and destruction of static single assignment form","1998","
<p>Static Single Assignment (SSA) form is a program representation that is becoming increasingly popular for compiler-based code optimization. In this paper, we address three problems that have arisen in our use of SSA form. Two are variations to the SSA construction algorithms presented by Cytron et al,(1) The first variation is a version of SSA form that we call 'semi-pruned' SSA, It offers an attractive trade-off between the cost of global data-how analysis required to build 'pruned' SSA and the large number of unused phi-functions found in minimal SSA, The second variation speeds up the program renaming process by efficiently manipulating the stacks of names used during renaming. Our improvement reduces the number of pushes performed, in addition to more efficiently locating the stacks that should be popped. To convert code in SSA form back into an executable form, the compiler must use an algorithm that replaces phi-functions with appropriately-placed copy instructions. The algorithm given by Cytron et al, for inserting copies produces incorrect results in some situations; particularly in cases like instruction scheduling, where the compiler may not be able to split 'critical edges', and in the aftermath of optimizations that aggressively rewrite the name space, like some forms of global value numbering.(2) We present a new algorithm for inserting copy instructions to replace phi-functions. It fixes the problems that we have encountered with the original copy insertion algorithm. We present experimental results that demonstrate the effectiveness of the first two improvements not only during the construction of SSA form, but also in the time saved by subsequent optimization passes that use a smaller representation of the program. (C) 1998 John Wiley & Sons, Ltd.</p>","Computer Science, Software Engineering"
"WOS:000074832200004","Practical improvements to the construction and destruction of static single assignment form","1998","
<p>Static Single Assignment (SSA) form is a program representation that is becoming increasingly popular for compiler-based code optimization. In this paper, we address three problems that have arisen in our use of SSA form. Two are variations to the SSA construction algorithms presented by Cytron et al,(1) The first variation is a version of SSA form that we call 'semi-pruned' SSA, It offers an attractive trade-off between the cost of global data-how analysis required to build 'pruned' SSA and the large number of unused phi-functions found in minimal SSA, The second variation speeds up the program renaming process by efficiently manipulating the stacks of names used during renaming. Our improvement reduces the number of pushes performed, in addition to more efficiently locating the stacks that should be popped. To convert code in SSA form back into an executable form, the compiler must use an algorithm that replaces phi-functions with appropriately-placed copy instructions. The algorithm given by Cytron et al, for inserting copies produces incorrect results in some situations; particularly in cases like instruction scheduling, where the compiler may not be able to split 'critical edges', and in the aftermath of optimizations that aggressively rewrite the name space, like some forms of global value numbering.(2) We present a new algorithm for inserting copy instructions to replace phi-functions. It fixes the problems that we have encountered with the original copy insertion algorithm. We present experimental results that demonstrate the effectiveness of the first two improvements not only during the construction of SSA form, but also in the time saved by subsequent optimization passes that use a smaller representation of the program. (C) 1998 John Wiley & Sons, Ltd.</p>","Computer Science"
"WOS:000074840000017","Determining data independence on a digitized membrane in three dimensions","1998","
<p>A method for determining whether structures distributed along a cell's membrane represent a random spatial distribution is presented in this paper. Two three-dimensional (3-D) images are acquired from one cell by wide-field digital imaging of cells which have been labeled with two different fluorescent antibodies. Prior to spatial analysis, a constrained regularized least squares restoration of the images is performed. This is followed by registration via fiducial markers (dual-labeled beads). A deformable model is then used to map data near the surface to the surface. Finally, each resulting data set is analyzed to determine whether it is spatially random. To do this, we generalize the test for complete spatial randomness of points in a plane, to test voxels distributed along a voxelized membrane in three dimensions. We also test whether the distribution of one protein is independent of the distribution of a second protein. The method is applied to compare the distribution of the protein kinase C to that of vinculin. Vinculin is a protein which anchors intracellular filaments to the cell's plasma membrane. It is also used as a (sparse) membrane marker for the deformable model. Protein kinase C facilitates molecular motors inside the cell. These may be associated with actin and myosin filaments.</p>","Computer Science, Interdisciplinary Applications"
"WOS:000074840000017","Determining data independence on a digitized membrane in three dimensions","1998","
<p>A method for determining whether structures distributed along a cell's membrane represent a random spatial distribution is presented in this paper. Two three-dimensional (3-D) images are acquired from one cell by wide-field digital imaging of cells which have been labeled with two different fluorescent antibodies. Prior to spatial analysis, a constrained regularized least squares restoration of the images is performed. This is followed by registration via fiducial markers (dual-labeled beads). A deformable model is then used to map data near the surface to the surface. Finally, each resulting data set is analyzed to determine whether it is spatially random. To do this, we generalize the test for complete spatial randomness of points in a plane, to test voxels distributed along a voxelized membrane in three dimensions. We also test whether the distribution of one protein is independent of the distribution of a second protein. The method is applied to compare the distribution of the protein kinase C to that of vinculin. Vinculin is a protein which anchors intracellular filaments to the cell's plasma membrane. It is also used as a (sparse) membrane marker for the deformable model. Protein kinase C facilitates molecular motors inside the cell. These may be associated with actin and myosin filaments.</p>","Computer Science"
"WOS:000075870700004","IT and changing professional identity: Micro-studies and macro-theory","1998","
<p>This article explores linkages between the use of information technology and changes in the self-identity of professional groups, in terms of how they see and describe themselves in relation to their work and that of others. Three micro-level studies are described, involving the work of loan managers in a particular bank, insurance brokers in the London Insurance Market, and professional salespeople in a pharmaceutical company. Results from the case studies are analyzed using concepts from the macro-level social theory of the sociologist Anthony Giddens. It is argued that such theory can help to us to generalize the results from micro-level studies and, conversely, that micro-studies of IT and social transformation are needed to add in the IT dimension to macro-level theories. The article offers a modest starting point for the investigation of IT and social transformation across multiple levels of analysis.</p>","Computer Science, Information Systems"
"WOS:000075870700004","IT and changing professional identity: Micro-studies and macro-theory","1998","
<p>This article explores linkages between the use of information technology and changes in the self-identity of professional groups, in terms of how they see and describe themselves in relation to their work and that of others. Three micro-level studies are described, involving the work of loan managers in a particular bank, insurance brokers in the London Insurance Market, and professional salespeople in a pharmaceutical company. Results from the case studies are analyzed using concepts from the macro-level social theory of the sociologist Anthony Giddens. It is argued that such theory can help to us to generalize the results from micro-level studies and, conversely, that micro-studies of IT and social transformation are needed to add in the IT dimension to macro-level theories. The article offers a modest starting point for the investigation of IT and social transformation across multiple levels of analysis.</p>","Computer Science"
"WOS:000083171400009","Generalizing updates: From models to programs","1998","
<p>Recently the field of theory update has seen some improvement, in what concerns model updating, by allowing updates to be specified by so-called revision programs. The updating of theory models is governed by their update rules and also by inertia applied to those literals not directly affected by the update program. Though this is important, it remains necessary to tackle as well the updating of programs specifying theories. Some results have been obtained on the issue of updating a logic program which encodes a set of models, to obtain a new program whose models are the desired updates of the initial models. But here the program only prays the role of a means to encode the models.</p>
<p>A logic program encodes much more than a set of models: it encodes knowledge in the form of the relationships between the elements of those models. In this paper we advocate that the principle of inertia is advantageously applied to the rules of the initial program rather than to the individual literals in a model. Indeed, we show how this concept of program update generalizes model or interpretation updates. Furthermore, it allows us to conceive what it is to update one program by another, a crucial notion for opening up a whole new range of applications concerning the evolution of knowledge bases. We will consider the updating of normal programs as well as these extended with explicit negation, under the stable semantics.</p>","Computer Science, Artificial Intelligence"
