"address_id_se","full_address","country"
277,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT FINANCE & ACCOUNTING, FAC SCI, ALBA IULIA, ROMANIA","ROMANIA"
247,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT HIST, ALBA IULIA 510009, ROMANIA","ROMANIA"
298,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT HIST, ALBA IULIA, ROMANIA","ROMANIA"
266,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT LAW, FAC LAW & SOCIAL SCI, ALBA IULIA, ROMANIA","ROMANIA"
246,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH & COMP SCI, ALBA IULIA 510009, ROMANIA","ROMANIA"
260,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ALBA IULIA 510000, ROMANIA","ROMANIA"
280,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ALBA IULIA 510009, ALBA, ROMANIA","ROMANIA"
248,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ALBA IULIA 510009, ROMANIA","ROMANIA"
245,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ALBA IULIA, ROMANIA","ROMANIA"
279,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ALBA JULIA, ROMANIA","ROMANIA"
256,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, FAC SCI, ALBA IULIA 510009, ROMANIA","ROMANIA"
290,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, N IORGA 11-13, ALBA IULIA 510009, ALBA, ROMANIA","ROMANIA"
291,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, N IORGA ST 11-13, ALBA IULIA 510009, ROMANIA","ROMANIA"
293,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, N IORGA ST 1143, ALBA IULIA, ROMANIA","ROMANIA"
292,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, ST NICOLAE IORGA 11-13, R-510000 ALBA IULIA, ALBA, ROMANIA","ROMANIA"
286,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT MATH, STR N IORGA 11-13, R-510009 ALBA IULIA, ROMANIA","ROMANIA"
271,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT THEOL, ALBA IULIA, ROMANIA","ROMANIA"
251,"1 DECEMBRIE 1918 UNIV ALBA IULIA, DEPT TOPOG, ALBA IULIA 510009, ROMANIA","ROMANIA"
299,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC ECON ALBA IULIA, ALBA IULIA, ROMANIA","ROMANIA"
303,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC ECON, 11-13 NICOLAE IORGA ST, ALBA IULIA, ROMANIA","ROMANIA"
300,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC EXACT SCI & ENGN, 11-13 NICOLAE IORGA ST, ALBA IULIA, ROMANIA","ROMANIA"
301,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC EXACT SCI & ENGN, 11-13 NICOLAE IORGA ST, ALBA JULIA 510009, ROMANIA","ROMANIA"
302,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC EXACT SCI & ENGN, 11-13 UNIRII ST, ALBA IULIA, ROMANIA","ROMANIA"
296,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC EXACT SCI & ENGN, DEPT MATH, ALBA IULIA 510009, ROMANIA","ROMANIA"
261,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC HIST & PHILOSOPHY, ALBA IULIA 510009, ROMANIA","ROMANIA"
305,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC LAW & SOCIAL SCI, ALBA IULIA, ROMANIA","ROMANIA"
294,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI DECEMBRIE 1918 1, DEPT MATH INFORMAT, ALBA IULIA 510009, ROMANIA","ROMANIA"
304,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, 11-13 NICOLAE IORGA ST, ALBA IULIA 510009, ROMANIA","ROMANIA"
254,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, ALBA IULIA 510009, ROMANIA","ROMANIA"
252,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, ALBA IULIA 51009, ROMANIA","ROMANIA"
274,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, ALBA IULIA, ROMANIA","ROMANIA"
272,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, DEPT MATH & COMP SCI, ALBA 510009, ROMANIA","ROMANIA"
262,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, DEPT MATH, ALBA IULIA 510009, ROMANIA","ROMANIA"
287,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, DEPT MATH, ST NICOLAE IORGA 11-13, R-510009 ALBA IULIA, ALBA, ROMANIA","ROMANIA"
275,"1 DECEMBRIE 1918 UNIV ALBA IULIA, FAC SCI, RO-510009 ALBA IULIA, ROMANIA","ROMANIA"
270,"1 DECEMBRIE 1918 UNIV ALBA IULIA, RES DEPT, ALBA IULIA, ROMANIA","ROMANIA"
255,"1 DECEMBRIE 1918 UNIV ALBA IULIA, SOCIOL & SOCIAL WORK DEPT, ALBA IULIA, ROMANIA","ROMANIA"
269,"1 DECEMBRIE 1918 UNIV ALBA IULIA, SYST ARCHAEOL INST, ALBA IULIA 510010, ROMANIA","ROMANIA"
311,"1 DECEMBRIE 1918 UNIV ALBA JULIA, ALBA IULIA 510009, ROMANIA","ROMANIA"
308,"1 DECEMBRIE 1918 UNIV ALBA JULIA, ALBA IULIA, ROMANIA","ROMANIA"
306,"1 DECEMBRIE 1918 UNIV ALBA JULIA, ALBA JULIA 510009, ALBA COUNTY, ROMANIA","ROMANIA"
312,"1 DECEMBRIE 1918 UNIV ALBA JULIA, ALBA JULIA, ROMANIA","ROMANIA"
309,"1 DECEMBRIE 1918 UNIV ALBA JULIA, FAC EXACT SCI & ENGN, ALBA IULIA, ROMANIA","ROMANIA"
307,"1 DECEMBRIE 1918 UNIV ALBA JULIA, FAC SCI, ALBA IULIA, ROMANIA","ROMANIA"
310,"1 DECEMBRIE 1918 UNIV ALBA JULIA, FAC SCI, ALBA JULIA 510009, ROMANIA","ROMANIA"
313,"1 DECEMBRIE 1918 UNIV ALBA LULIA, DEPT MATH & INFORMAT, RO-510009 ALBA LULIA, ROMANIA","ROMANIA"
314,"1 DECEMBRIE 1918 UNIV ALBAIULIA, STR GABRIEL BETHLEN 5, ALBA LULIA 510009, ROMANIA","ROMANIA"
240,"1 DECEMBRIE 1918 UNIV, ALBA IULIA 51009, ROMANIA","ROMANIA"
241,"1 DECEMBRIE 1918 UNIV, ALBA IULIA, ROMANIA","ROMANIA"
237,"1 DECEMBRIE 1918 UNIV, DEPT ARCHAEOL, ALBA IULIA, ROMANIA","ROMANIA"
227,"1 DECEMBRIE 1918 UNIV, DEPT COMP SCI, ALBA IULIA 2500, ROMANIA","ROMANIA"
235,"1 DECEMBRIE 1918 UNIV, DEPT MATH, ALBA IULIA 510009, ROMANIA","ROMANIA"
239,"1 DECEMBRIE 1918 UNIV, DEPT MATH, ALBA IULIA, ROMANIA","ROMANIA"
232,"1 DECEMBRIE 1918 UNIV, DEPT MATH, ALBA LULIA, ROMANIA","ROMANIA"
230,"1 DECEMBRIE 1918 UNIV, DEPT TOPOG, ALBA IULIA 510009, ROMANIA","ROMANIA"
234,"1 DECEMBRIE 1918 UNIV, DEPT TOPOG, ALBA LULIA 510009, ROMANIA","ROMANIA"
236,"1 DECEMBRIE 1918 UNIV, FAC HIST & PHILOL, ALBA IULIA 510009, ROMANIA","ROMANIA"
242,"1 DECEMBRIE 1918 UNIV, FAC SCI, DEPT TOPOG, ALBA IULIA 510009, ROMANIA","ROMANIA"
238,"1 DECEMBRIE 1918 UNIV, FAC SCI, RO-510009 ALBA IULIA, ROMANIA","ROMANIA"
231,"1 DECEMBRIE 1918 UNIV, INST SYST ARCHAEOL, ALBA LULIA, ROMANIA","ROMANIA"
226,"1 DECEMBRIE 1918 UNIV, MULTI USERS RES CTR, ALBA IULIA 510010, ROMANIA","ROMANIA"
228,"1 DECEMBRIE 1918 UNIV, MULTIUSERS RES CTR, ALBA IULIA 510010, ROMANIA","ROMANIA"
229,"1 DECEMBRIE 1918 UNIV, SYST ARCHAEOL INST, ALBA IULIA 510010, ROMANIA","ROMANIA"
233,"1 DECEMBRIE 1918 UNIV, SYST ARCHAEOL INST, RO-510010 ALBA IULIA, ROMANIA","ROMANIA"
392,"1 DECEMBRIE UNIV ALBA JULIA, ALBA JULIA, ROMANIA","ROMANIA"
358,"1 DECEMBRIE UNIV, ALBA IULIA, ROMANIA","ROMANIA"
336,"1 DECEMBRIE UNIV, ALBA LULIA 510009, ROMANIA","ROMANIA"
433,"1 DECEMBRIE1918 UNIV ALBA IULIA, ALBA IULIA 51009, ROMANIA","ROMANIA"
434,"1 DEF SERV GEN HOSP, DEPT OPHTHALMOL, YANGON, MYANMAR","MYANMAR"
435,"1 DEMOCRITUS UNIV THRACE, MICROWAVES LAB XANTHI, DEPT ELECT & COMP ENGN, GR-67100 XANTHI, GREECE","GREECE"
437,"1 DEPT CARDIOANESTHESIOL, KATOWICE, POLAND","POLAND"
438,"1 DEPT CARDIOL, KATOWICE, POLAND","POLAND"
439,"1 DEPT CARDIOSURG, KATOWICE, POLAND","POLAND"
440,"1 DEPT PROPAEDEUT SURG, DIV VASC SURG, ATHENS, GREECE","GREECE"
25960725,"1 DERBY ST, KEW, VIC 3101, AUSTRALIA","AUSTRALIA"
441,"1 DERMATOL CLIN, SEOUL, SOUTH KOREA","SOUTH KOREA"
442,"1 DERMOPATICO DELL IMMACOLATA, ROME, ITALY","ITALY"
25955540,"1 DISCOVERY DR, SWIFTWATER, PA 18370 USA","USA"
443,"1 DIV INFECT DIS H LUIGI SACCO, MILAN, ITALY","ITALY"
444,"1 DIV ORTOPEDIA & TRAUMATOL, BOLOGNA, ITALY","ITALY"
445,"1 DIV STATE HYDRAUL WORKS BURSA, TR-16372 DUACINARI, BURSA, TURKEY","TURKEY"
446,"1 DOKUZ EYLUL UNIV HOSP, DEPT PEDIAT, DIV ALLERGY, IZMIR, TURKEY","TURKEY"
448,"1 DOMPE SPA, LAQUILA, ITALY","ITALY"
25953636,"1 DONGSAN RD, CHENGDU 610059, SICHUAN, PEOPLES R CHINA","PEOPLES R CHINA"
449,"1 DR RML HOSP, DEPT DERMATOL, NEW DELHI, INDIA","INDIA"
25957806,"1 DRIFT RD, ZA-7780 CAPE TOWN, SOUTH AFRICA","SOUTH AFRICA"
450,"1 DRILLING CO, LIAOHE PETR EXPLORAT BUR, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
25958989,"1 EAST JIAN SHE RD, ZHENGZHOU 450052, HENAN, PEOPLES R CHINA","PEOPLES R CHINA"
25955184,"1 EASTVIEW DR,7, WATERVLIET, NY 12189 USA","USA"
25956615,"1 EDWARDS RD, PORTLAND, CT 06480 USA","USA"
451,"1 EISAI PHARMACEUT INDIA PRIVATE LTD, MUMBAI, MAHARASHTRA, INDIA","INDIA"
452,"1 ELECT & TELECOMMUN RES INST, TAEJON 305350, SOUTH KOREA","SOUTH KOREA"
456,"1 EMERGENCY CTY HOSP CRAIOVA, PATHOL LAB, CRAIOVA, ROMANIA","ROMANIA"
453,"1 EMERGENCY CTY HOSP, CRAIOVA 200349, ROMANIA","ROMANIA"
454,"1 EMERGENCY CTY HOSP, CRAIOVA, ROMANIA","ROMANIA"
455,"1 EMERGENCY CTY HOSP, DEPT PATHOL, TIMISOARA, ROMANIA","ROMANIA"
457,"1 EPISKIN ACAD, LYON, FRANCE","FRANCE"
458,"1 EUROPEA ROMA, ROME, ITALY","ITALY"
459,"1 FAC MED, DEPT MED 3, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
461,"1 FAC MED, DEPT ONCOL, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
460,"1 FAC MED, DEPT SPORTS MED, PRAGUE, CZECH REPUBLIC","CZECH REPUBLIC"
462,"1 FAC MED, NEUROL, PRAGUE 2, CZECH REPUBLIC","CZECH REPUBLIC"
463,"1 FAC SCI TECHNOL & HUMAN DEV, RES CTR COMPUTAT MATH, JOHOR BAHARU, MALAYSIA","MALAYSIA"
25949350,"1 FACEBOOK WAY, MENLO PK, CA 94025 USA","USA"
464,"1 FARZANEGAN HIGH SCH, TEHRAN, IRAN","IRAN"
465,"1 FED UNIV MINAS GERAIS 2 3, ICVS PT GOVT ASSOCIATE LAB 3 3BS, DEPT BIOCHEM & IMMUNOL 2, UNIV MINHO, BELO HORIZONTE, MG, BRAZIL","BRAZIL"
468,"1 FIELD AMBULANCE EDMONTON, EDMONTON, AB, CANADA","CANADA"
25962095,"1 FRANCIS CRICK AVE,CAMBRIDGE BIOMED CAMPUS, CAMBRIDGE CB2 0AA, ENGLAND","ENGLAND"
469,"1 FRANKO UNIV, DEPT INORGAN CHEM, UA-290005 LVIV, UKRAINE","UKRAINE"
470,"1 FRAUENKLIN TUBINGEN, TUBINGEN, GERMANY","GERMANY"
471,"1 FUSHUN PETR FACTORY, FUSHUN, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
25956114,"1 FUSIONOPOLIS WAY,21-01 CONNEXIS,SOUTH TOWER, SINGAPORE 138632, SINGAPORE","SINGAPORE"
472,"1 GAS PROD PLANT PETROCHINA CHANGQING OILFIELD CO, YINCHUAN 750006, PEOPLES R CHINA","PEOPLES R CHINA"
473,"1 GEN HOSP, NEMOCNICE 2, PRAGUE 12800, CZECH REPUBLIC","CZECH REPUBLIC"
474,"1 GENEL CERRAHI KLIN, KARTAL EGITIM & ARASTIRMA HASTANESI, TR-34865 CEVIZLI, KARTAL ISTANBUL, TURKEY","TURKEY"
25960628,"1 GENENTECH DNA WAY, SAN FRANCISCO, CA 94080 USA","USA"
475,"1 GEOL & MINERAL EXPLORAT INST SHANDONG PROV, JINAN 250100, PEOPLES R CHINA","PEOPLES R CHINA"
476,"1 GEOL EXPLORAT INST HENAN PROV, ZHENGZHOU 450000, PEOPLES R CHINA","PEOPLES R CHINA"
477,"1 GEOL EXPLORAT INST HENAN PROV, ZHENGZHOU 450001, HENAN, PEOPLES R CHINA","PEOPLES R CHINA"
478,"1 GEOL PARTY XINJIANG BUR GEOL & MINERAL EXPLORAT, CHANGJI 831100, PEOPLES R CHINA","PEOPLES R CHINA"
479,"1 GEOL PARTY ZHEJIANG PROV, HANGZHOU 310000, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
480,"1 GEOL SURVEYING INST XINJIANG SURVEYS GEOL, URUMQI 830011, PEOPLES R CHINA","PEOPLES R CHINA"
481,"1 GOLD GEOL DETACHMENT CHINESE PEOPLES ARMED POLI, MUDANJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
25961979,"1 GONGJIAPING EAST RD, LANZHOU 730050, GANSU, PEOPLES R CHINA","PEOPLES R CHINA"
25956949,"1 GOOD SHED RD, CHENNAI 600088, TAMIL NADU, INDIA","INDIA"
25962074,"1 GRAND AVE, SAN LUIS OBISPO, CA 93407 USA","USA"
25950149,"1 GWANAK RO, SEOUL 08826, SOUTH KOREA","SOUTH KOREA"
25952619,"1 HAIDA SOUTH RD, ZHOUSHAN, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
25958476,"1 HAWKLEY RD, LISS GU33 6JJ, HANTS, ENGLAND","ENGLAND"
482,"1 HEEL INC, ALBUQUERQUE, NM USA","USA"
487,"1 HIGH SCH BAODING CITY HEBEI PROV, BAODING 071002, PEOPLES R CHINA","PEOPLES R CHINA"
486,"1 HIGH SCH BAODING, BAODING 071000, HEBEI PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
485,"1 HIGH SCH BAODING, BAODING 071001, PEOPLES R CHINA","PEOPLES R CHINA"
484,"1 HIGH SCH BAODING, BAODING 071002, PEOPLES R CHINA","PEOPLES R CHINA"
488,"1 HIGH SCH DEZHOU, DEZHOU 253000, PEOPLES R CHINA","PEOPLES R CHINA"
492,"1 HIGH SCH HUAIBEI ANHUI, HUAIBEI 235000, PEOPLES R CHINA","PEOPLES R CHINA"
491,"1 HIGH SCH HUAIBEI, HUAIBEI 235000, ANHUI, PEOPLES R CHINA","PEOPLES R CHINA"
489,"1 HIGH SCH HUAIBEI, HUAIBEI 235000, PEOPLES R CHINA","PEOPLES R CHINA"
490,"1 HIGH SCH HUAIBEI, HUAIBEI, PEOPLES R CHINA","PEOPLES R CHINA"
493,"1 HIGH SCH HUOJIA, XINXIANG 453800, HENAN, PEOPLES R CHINA","PEOPLES R CHINA"
494,"1 HIGH SCH JIMO, CULTURE RD, JIMO 266200, QINDAO, PEOPLES R CHINA","PEOPLES R CHINA"
495,"1 HIGH SCH SHIJIAZHUANG, SHIJIAZHUANG 050011, PEOPLES R CHINA","PEOPLES R CHINA"
496,"1 HIGH SCH SHUNDE, DEPT PHYS, FOSHAN 528300, PEOPLES R CHINA","PEOPLES R CHINA"
497,"1 HIGH SCH ZHANGBEI, ZHANGJIAKOU 076450, PEOPLES R CHINA","PEOPLES R CHINA"
483,"1 HIGH SCH, KUNMING, YUNNAN, PEOPLES R CHINA","PEOPLES R CHINA"
498,"1 HITIT UNIV, CORUM TRAINING & RES HOSP, DEPT UROL, CORUM, TURKEY","TURKEY"
518,"1 HOSP BAODING CITY, BAODING CITY, HEBEI PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
517,"1 HOSP BAODING, DEPT HEMATOL, BAODING, PEOPLES R CHINA","PEOPLES R CHINA"
519,"1 HOSP BEIJING UNIV, BEIJING, PEOPLES R CHINA","PEOPLES R CHINA"
520,"1 HOSP CHANGSHA CITY, DEPT OTOLARYNGOL, CHANGSHA 410013, HUNAN, PEOPLES R CHINA","PEOPLES R CHINA"
521,"1 HOSP CHENZHOU, DEPT GASTROENTEROL, CHENZHOU, PEOPLES R CHINA","PEOPLES R CHINA"
527,"1 HOSP CHINA MED UNIV, DEPT DERMATOL, HARBIN, PEOPLES R CHINA","PEOPLES R CHINA"
529,"1 HOSP CHINA MED UNIV, DEPT DERMATOL, SHENYANG 110001, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
523,"1 HOSP CHINA MED UNIV, DEPT DERMATOL, SHENYANG 110001, PEOPLES R CHINA","PEOPLES R CHINA"
526,"1 HOSP CHINA MED UNIV, DEPT DERMATOL, SHENYANG, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
525,"1 HOSP CHINA MED UNIV, DEPT DERMATOL, SHENYANG, PEOPLES R CHINA","PEOPLES R CHINA"
524,"1 HOSP CHINA MED UNIV, DEPT NUCL MED, SHENYANG, LIAONING, PEOPLES R CHINA","PEOPLES R CHINA"
528,"1 HOSP CHINA MED UNIV, SHENYANG 110001, PEOPLES R CHINA","PEOPLES R CHINA"
522,"1 HOSP CHINA, DEPT DERMATOL, BEIJING, PEOPLES R CHINA","PEOPLES R CHINA"
530,"1 HOSP CHONGQING MED UNIV, CHONGQING, PEOPLES R CHINA","PEOPLES R CHINA"
531,"1 HOSP DALI CITY, DALI CITY, YUNNAN PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
532,"1 HOSP DALIAN JINZHOU, DALIAN 116016, PEOPLES R CHINA","PEOPLES R CHINA"
533,"1 HOSP DERMATOL, DERMATOL, SHENYANG, PEOPLES R CHINA","PEOPLES R CHINA"
534,"1 HOSP FANGSHAN DIST, DEPT OPHTHALMOL, BEIJING, PEOPLES R CHINA","PEOPLES R CHINA"
538,"1 HOSP JIAXING CITY, DEPT BURN & PLAST SURG, JIAXING, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
537,"1 HOSP JIAXING CITY, DEPT GEN SURG, JIAXING 314001, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
536,"1 HOSP JIAXING, DEPT ONCOL, JIAXING, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
535,"1 HOSP JIAXING, DEPT UROL, JIAXING, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
539,"1 HOSP JILIN UNIV, CHANGCHUN, PEOPLES R CHINA","PEOPLES R CHINA"
540,"1 HOSP JINING CITY, DEPT CARDIOTHORAC SURG, 6 JIANKANG RD, JINING CITY 272011, SHANDONG, PEOPLES R CHINA","PEOPLES R CHINA"
542,"1 HOSP JINING CITY, DEPT PATHOL, 6 JIANKANG RD, JINING CITY 272011, SHANDONG, PEOPLES R CHINA","PEOPLES R CHINA"
541,"1 HOSP JINING CITY, DEPT PATHOL, 6,JIANKANG RD, JINING CITY 272011, SHANDONG, PEOPLES R CHINA","PEOPLES R CHINA"
543,"1 HOSP LIANYUNGANG, JIANGSU 222002, LIANYUNGANG, PEOPLES R CHINA","PEOPLES R CHINA"
544,"1 HOSP LONG QUAN YI DIST, DEPT PAEDIAT, CHENGDU 610041, SICHUAN, PEOPLES R CHINA","PEOPLES R CHINA"
545,"1 HOSP LONG QUAN YI DIST, DEPT RESPIRAT INTERNAL MED, CHENGDU 610041, SICHUAN, PEOPLES R CHINA","PEOPLES R CHINA"
546,"1 HOSP LONGNAN CITY, LONGNAN 746000, PEOPLES R CHINA","PEOPLES R CHINA"
547,"1 HOSP LONGYAN CITY FUJIAN, LONGYAN, PEOPLES R CHINA","PEOPLES R CHINA"
548,"1 HOSP MARQUES DE VALDECILLA, SANTANDER 39008, CANTABRIA, SPAIN","SPAIN"
552,"1 HOSP NINGBO, DEPT NEUROSURG, NINGBO 315010, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
550,"1 HOSP NINGBO, DEPT NEUROSURG, NINGBO, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
551,"1 HOSP NINGBO, DEPT RADIOL, NINGBO 315010, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
549,"1 HOSP NINGBO, DEPT RADIOL, NINGBO, ZHEJIANG, PEOPLES R CHINA","PEOPLES R CHINA"
553,"1 HOSP PEKING UNIV, BEIJING, PEOPLES R CHINA","PEOPLES R CHINA"
554,"1 HOSP PEOPLES LIBERAT ARMY, LANZHOU 730000, PEOPLES R CHINA","PEOPLES R CHINA"
556,"1 HOSP PLA, DEPT ENDOCRINOL, LANZHOU 730000, GANSU, PEOPLES R CHINA","PEOPLES R CHINA"
555,"1 HOSP PLA, DEPT GEN SURG, LANZHOU 730000, PEOPLES R CHINA","PEOPLES R CHINA"
557,"1 HOSP PLA, DEPT PHARM, LANZHOU, GANSU, PEOPLES R CHINA","PEOPLES R CHINA"
561,"1 HOSP QINHUANGDAO CITY, QINHUANGDAO 066000, HEBEI PROVINCE, PEOPLES R CHINA","PEOPLES R CHINA"
560,"1 HOSP QINHUANGDAO, DEPT ANESTHESIA, QINHUANGDAO 066004, PEOPLES R CHINA","PEOPLES R CHINA"
559,"1 HOSP QINHUANGDAO, QINHUANGDAO 066000, PEOPLES R CHINA","PEOPLES R CHINA"
558,"1 HOSP QINHUANGDAO, QINHUANGDAO, PEOPLES R CHINA","PEOPLES R CHINA"
562,"1 HOSP SHANGHAI, DEPT NEPHROL, SHANGHAI, PEOPLES R CHINA","PEOPLES R CHINA"
563,"1 HOSP SHANXI MED UNIV, TAIYUAN, SHANXI, PEOPLES R CHINA","PEOPLES R CHINA"
564,"1 HOSP SHIJIAZHUANG, DEPT ANESTHESIOL 2, SHIJIAZHUANG, PEOPLES R CHINA","PEOPLES R CHINA"
565,"1 HOSP SHIJIAZHUANG, DEPT ORTHOPAED, 36,FAN XI RD, SHIJIAZHUANG 050011, HEBEI, PEOPLES R CHINA","PEOPLES R CHINA"
566,"1 HOSP SHIJIAZHUANG, SHIJIAZHUANG, HEBEI, PEOPLES R CHINA","PEOPLES R CHINA"
567,"1 HOSP SOCIAL SECURITY SERV, DEPT NEUROL, ATHENS, GREECE","GREECE"
568,"1 HOSP SUQIAN, DEPT CARDIOL, SUQIAN 223800, JIANGSU, PEOPLES R CHINA","PEOPLES R CHINA"
569,"1 HOSP SUZHOU, SUZHOU, JIANGSU, PEOPLES R CHINA","PEOPLES R CHINA"
581,"1 HOSP WUHAN CITY, DEPT UROL, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
574,"1 HOSP WUHAN, CLIN CTR INFECT SKIN DIS, DEPT DERMATOL, WUHAN, HUBEI, PEOPLES R CHINA","PEOPLES R CHINA"
576,"1 HOSP WUHAN, CTR INFECT SKIN DIS, DEPT DERMATOL, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
580,"1 HOSP WUHAN, CTR REPROD MED, WUHAN, HUBEI, PEOPLES R CHINA","PEOPLES R CHINA"
579,"1 HOSP WUHAN, CTR REPROD MED, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
572,"1 HOSP WUHAN, DEPT DERMATOL, CTR INFECT SKIN DIS, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
578,"1 HOSP WUHAN, DEPT DERMATOL, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
570,"1 HOSP WUHAN, DEPT MINIINVAS SURG, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
571,"1 HOSP WUHAN, DEPT PHARM, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
582,"1 HOSP WUHUAN, WUHAN, PEOPLES R CHINA","PEOPLES R CHINA"
583,"1 HOSP WUXI, CENT LAB, JIANGSU, PEOPLES R CHINA","PEOPLES R CHINA"
584,"1 HOSP WUXI, CENT LAB, WUXI 214002, JIANGSU, PEOPLES R CHINA","PEOPLES R CHINA"
599,"1 HOSP XIAN CITY, DEPT CARDIOVASC MED, XIAN 710002, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
598,"1 HOSP XIAN CITY, DEPT OPHTHALMOL, XIAN 710002, SHANXI, PEOPLES R CHINA","PEOPLES R CHINA"
600,"1 HOSP XIAN CITY, EMERGENCY DEPT, XIAN 710002, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
602,"1 HOSP XIAN CITY, FEN XIANG 30,SOUTH AVE, XIAN 710002, SHANGXI PROVINC, PEOPLES R CHINA","PEOPLES R CHINA"
597,"1 HOSP XIAN CITY, XIAN 710002, PEOPLES R CHINA","PEOPLES R CHINA"
601,"1 HOSP XIAN CITY, XIAN 710068, PEOPLES R CHINA","PEOPLES R CHINA"
603,"1 HOSP XIAN CITY, XIAN 710068, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
595,"1 HOSP XIAN, DEPT ANESTHESIOL, FEN RD 30,SOUTH ST, XIAN 710002, PEOPLES R CHINA","PEOPLES R CHINA"
587,"1 HOSP XIAN, DEPT GASTROENTEROL, XIAN 710002, PEOPLES R CHINA","PEOPLES R CHINA"
592,"1 HOSP XIAN, DEPT INTERNAL MED, XIAN, PEOPLES R CHINA","PEOPLES R CHINA"
594,"1 HOSP XIAN, DEPT OPHTHALMOL, FEN RD 30,SOUTH ST, XIAN, SHAANXI PROVINC, PEOPLES R CHINA","PEOPLES R CHINA"
588,"1 HOSP XIAN, DEPT OPHTHALMOL, XIAN 710002, PEOPLES R CHINA","PEOPLES R CHINA"
589,"1 HOSP XIAN, DEPT OPHTHALMOL, XIAN 710062, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
596,"1 HOSP XIAN, DEPT OPHTHALMOL, XIAN, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
591,"1 HOSP XIAN, DEPT PHARM, XIAN 710002, SHAANXI, PEOPLES R CHINA","PEOPLES R CHINA"
